Cust_name,cust_id,sku_code,product_qty,facility_code,sales_value,product_price,total_qty,sales_date
Judy Martinez,CUST_0384,BGT_SKU_016,3,WH-KOL,7368.21,2456.07,3,29-03-2025
Rachel Martinez,CUST_0349,BGT_SKU_037,4,WH-MUM,4715.52,1178.88,4,29-03-2025
David Martin,CUST_0347,BGT_SKU_005,5,WH-KOL,11371.85,2274.37,5,29-03-2025
Uma Garcia,CUST_0111,BGT_SKU_014,2,WH-MUM,5437.04,2718.52,2,29-03-2025
Quinn Davis,CUST_0020,BGT_SKU_015,3,WH-MUM,1292.52,430.84,3,29-03-2025
Judy Garcia,CUST_0392,BGT_SKU_060,2,WH-MUM,2934.08,1467.04,2,29-03-2025
Grace King,CUST_0468,BGT_SKU_044,5,WH-GGN,6368.75,1273.75,5,29-03-2025
Kelly Martinez,CUST_0420,BGT_SKU_003,2,WH-GGN,3376.72,1688.36,2,29-03-2025
David Hernandez,CUST_0103,BGT_SKU_076,4,WH-GGN,6135,1533.75,4,29-03-2025
Eve Johnson,CUST_0275,BGT_SKU_046,2,WH-KOL,1032.52,516.26,2,29-03-2025
Eve Lopez,CUST_0382,BGT_SKU_043,1,WH-GGN,3236.38,3236.38,1,29-03-2025
Rachel Thompson,CUST_0174,BGT_SKU_099,2,WH-MUM,3783.9,1891.95,2,29-03-2025
Judy Garcia,CUST_0062,BGT_SKU_019,3,WH-MUM,4981.47,1660.49,3,29-03-2025
Noah Hernandez,CUST_0386,BGT_SKU_072,5,WH-KOL,14907.4,2981.48,5,29-03-2025
Alice Hernandez,CUST_0085,BGT_SKU_028,3,WH-GGN,2266.23,755.41,3,29-03-2025
Eve Harris,CUST_0318,BGT_SKU_067,3,WH-MUM,4578.18,1526.06,3,29-03-2025
Victor Rodriguez,CUST_0424,BGT_SKU_057,4,WH-MUM,11657.04,2914.26,4,29-03-2025
Heidi Williams,CUST_0043,BGT_SKU_098,2,WH-GGN,4853.56,2426.78,2,29-03-2025
Heidi Miller,CUST_0435,BGT_SKU_030,3,WH-MUM,10470.06,3490.02,3,29-03-2025
David Williams,CUST_0069,BGT_SKU_047,5,WH-KOL,15598.05,3119.61,5,29-03-2025
Alice Jackson,CUST_0035,BGT_SKU_039,4,WH-BLR,3354.76,838.69,4,29-03-2025
Frank Lopez,CUST_0096,BGT_SKU_057,2,WH-MUM,5828.52,2914.26,2,29-03-2025
Xavier Lopez,CUST_0282,BGT_SKU_073,4,WH-GGN,12766.88,3191.72,4,29-03-2025
Zoe Lopez,CUST_0242,BGT_SKU_052,5,WH-GGN,12360.45,2472.09,5,29-03-2025
Victor Jones,CUST_0155,BGT_SKU_070,1,WH-GGN,881.86,881.86,1,29-03-2025
Yara Allen,CUST_0084,BGT_SKU_020,1,WH-MUM,2295.66,2295.66,1,29-03-2025
Charlie Williams,CUST_0014,BGT_SKU_024,3,WH-KOL,6709.47,2236.49,3,29-03-2025
Mia Martin,CUST_0343,BGT_SKU_091,1,WH-GGN,3220.39,3220.39,1,29-03-2025
Olivia Anderson,CUST_0237,BGT_SKU_017,2,WH-KOL,4929.16,2464.58,2,29-03-2025
Xavier Anderson,CUST_0156,BGT_SKU_068,2,WH-GGN,701.48,350.74,2,29-03-2025
Sam Rodriguez,CUST_0289,BGT_SKU_093,5,WH-KOL,16983.85,3396.77,5,29-03-2025
Tina King,CUST_0182,BGT_SKU_025,3,WH-MUM,8240.43,2746.81,3,29-03-2025
Uma Gonzalez,CUST_0466,BGT_SKU_030,1,WH-MUM,3490.02,3490.02,1,29-03-2025
Noah Martinez,CUST_0060,BGT_SKU_076,3,WH-GGN,4601.25,1533.75,3,29-03-2025
Liam Hernandez,CUST_0080,BGT_SKU_021,1,WH-KOL,2543.19,2543.19,1,29-03-2025
Eve Johnson,CUST_0275,BGT_SKU_095,4,WH-BLR,8909.16,2227.29,4,29-03-2025
Wendy Hernandez,CUST_0411,BGT_SKU_063,5,WH-MUM,10851.1,2170.22,5,29-03-2025
Noah Johnson,CUST_0252,BGT_SKU_031,3,WH-BLR,1576.77,525.59,3,29-03-2025
Quinn Johnson,CUST_0050,BGT_SKU_057,2,WH-GGN,5828.52,2914.26,2,29-03-2025
Kelly Young,CUST_0393,BGT_SKU_014,4,WH-BLR,10874.08,2718.52,4,29-03-2025
Sam Garcia,CUST_0130,BGT_SKU_077,1,WH-KOL,304.51,304.51,1,29-03-2025
Yara Thomas,CUST_0099,BGT_SKU_015,3,WH-BLR,1292.52,430.84,3,29-03-2025
Yara Jackson,CUST_0040,BGT_SKU_094,5,WH-KOL,7398.95,1479.79,5,29-03-2025
Ivan Wilson,CUST_0400,BGT_SKU_097,2,WH-BLR,6444.22,3222.11,2,29-03-2025
Judy Martinez,CUST_0307,BGT_SKU_076,2,WH-BLR,3067.5,1533.75,2,29-03-2025
David Martin,CUST_0129,BGT_SKU_072,3,WH-MUM,8944.44,2981.48,3,29-03-2025
Victor Lopez,CUST_0195,BGT_SKU_006,2,WH-MUM,2282.1,1141.05,2,29-03-2025
Charlie Williams,CUST_0077,BGT_SKU_007,1,WH-MUM,1498.69,1498.69,1,29-03-2025
David Harris,CUST_0479,BGT_SKU_017,4,WH-MUM,9858.32,2464.58,4,29-03-2025
Heidi Rodriguez,CUST_0398,BGT_SKU_057,1,WH-MUM,2914.26,2914.26,1,29-03-2025
Victor Young,CUST_0280,BGT_SKU_099,4,WH-BLR,7567.8,1891.95,4,29-03-2025
Bob Garcia,CUST_0494,BGT_SKU_059,3,WH-BLR,8251.56,2750.52,3,29-03-2025
Frank Jackson,CUST_0162,BGT_SKU_055,3,WH-MUM,8572.35,2857.45,3,29-03-2025
Sam Garcia,CUST_0130,BGT_SKU_038,5,WH-GGN,6152.3,1230.46,5,29-03-2025
David Moore,CUST_0056,BGT_SKU_018,5,WH-KOL,2550.05,510.01,5,29-03-2025
Charlie Brown,CUST_0456,BGT_SKU_094,5,WH-GGN,7398.95,1479.79,5,29-03-2025
Quinn Garcia,CUST_0428,BGT_SKU_047,4,WH-MUM,12478.44,3119.61,4,29-03-2025
Heidi Moore,CUST_0187,BGT_SKU_066,3,WH-GGN,4980.51,1660.17,3,29-03-2025
Kelly Jones,CUST_0497,BGT_SKU_100,4,WH-BLR,6708.52,1677.13,4,29-03-2025
Eve Hernandez,CUST_0220,BGT_SKU_086,1,WH-GGN,2356.52,2356.52,1,29-03-2025
David Thompson,CUST_0427,BGT_SKU_007,2,WH-BLR,2997.38,1498.69,2,29-03-2025
Olivia Anderson,CUST_0237,BGT_SKU_100,2,WH-GGN,3354.26,1677.13,2,29-03-2025
Zoe Lopez,CUST_0322,BGT_SKU_023,1,WH-KOL,1411.7,1411.7,1,29-03-2025
David Gonzalez,CUST_0315,BGT_SKU_043,1,WH-BLR,3236.38,3236.38,1,29-03-2025
Xavier Garcia,CUST_0302,BGT_SKU_003,2,WH-BLR,3376.72,1688.36,2,29-03-2025
Sam King,CUST_0269,BGT_SKU_025,2,WH-GGN,5493.62,2746.81,2,29-03-2025
Xavier King,CUST_0451,BGT_SKU_007,1,WH-MUM,1498.69,1498.69,1,29-03-2025
Rachel Thomas,CUST_0159,BGT_SKU_053,3,WH-BLR,4512.96,1504.32,3,29-03-2025
Bob Martinez,CUST_0472,BGT_SKU_032,2,WH-MUM,6594.18,3297.09,2,29-03-2025
Ivan Jones,CUST_0079,BGT_SKU_030,2,WH-BLR,6980.04,3490.02,2,29-03-2025
Grace Martin,CUST_0391,BGT_SKU_033,5,WH-BLR,4317.4,863.48,5,29-03-2025
David Harris,CUST_0479,BGT_SKU_076,2,WH-BLR,3067.5,1533.75,2,29-03-2025
Rachel Smith,CUST_0389,BGT_SKU_018,2,WH-MUM,1020.02,510.01,2,29-03-2025
Alice White,CUST_0249,BGT_SKU_097,5,WH-GGN,16110.55,3222.11,5,29-03-2025
Judy White,CUST_0366,BGT_SKU_071,1,WH-GGN,1086.26,1086.26,1,29-03-2025
Eve Anderson,CUST_0160,BGT_SKU_052,4,WH-GGN,9888.36,2472.09,4,29-03-2025
Wendy Lopez,CUST_0118,BGT_SKU_050,4,WH-MUM,10743.4,2685.85,4,29-03-2025
Ivan Gonzalez,CUST_0115,BGT_SKU_061,5,WH-GGN,14509.85,2901.97,5,29-03-2025
Sam Lopez,CUST_0263,BGT_SKU_044,2,WH-BLR,2547.5,1273.75,2,29-03-2025
Peter Jackson,CUST_0401,BGT_SKU_056,2,WH-KOL,3582.3,1791.15,2,29-03-2025
Charlie King,CUST_0403,BGT_SKU_097,1,WH-BLR,3222.11,3222.11,1,29-03-2025
Yara Gonzalez,CUST_0232,BGT_SKU_021,4,WH-BLR,10172.76,2543.19,4,29-03-2025
Quinn Jackson,CUST_0271,BGT_SKU_073,1,WH-GGN,3191.72,3191.72,1,29-03-2025
Olivia Gonzalez,CUST_0199,BGT_SKU_014,4,WH-BLR,10874.08,2718.52,4,29-03-2025
Rachel Garcia,CUST_0165,BGT_SKU_069,4,WH-MUM,13525.48,3381.37,4,29-03-2025
Xavier Rodriguez,CUST_0449,BGT_SKU_021,3,WH-GGN,7629.57,2543.19,3,29-03-2025
Judy Smith,CUST_0375,BGT_SKU_018,2,WH-GGN,1020.02,510.01,2,29-03-2025
Wendy Hernandez,CUST_0425,BGT_SKU_087,1,WH-GGN,2120.28,2120.28,1,29-03-2025
David Williams,CUST_0069,BGT_SKU_043,3,WH-GGN,9709.14,3236.38,3,29-03-2025
Eve Lopez,CUST_0135,BGT_SKU_069,2,WH-MUM,6762.74,3381.37,2,29-03-2025
Judy Brown,CUST_0313,BGT_SKU_060,4,WH-GGN,5868.16,1467.04,4,29-03-2025
Xavier Brown,CUST_0102,BGT_SKU_050,3,WH-KOL,8057.55,2685.85,3,29-03-2025
Judy Martinez,CUST_0013,BGT_SKU_049,5,WH-KOL,15301.05,3060.21,5,29-03-2025
Charlie Garcia,CUST_0453,BGT_SKU_017,1,WH-MUM,2464.58,2464.58,1,29-03-2025
David Johnson,CUST_0484,BGT_SKU_086,2,WH-GGN,4713.04,2356.52,2,29-03-2025
Kelly Anderson,CUST_0006,BGT_SKU_059,3,WH-MUM,8251.56,2750.52,3,29-03-2025
Liam Miller,CUST_0134,BGT_SKU_089,2,WH-BLR,4043.72,2021.86,2,29-03-2025
Wendy Wright,CUST_0483,BGT_SKU_098,4,WH-GGN,9707.12,2426.78,4,29-03-2025
Ivan Thomas,CUST_0166,BGT_SKU_025,3,WH-KOL,8240.43,2746.81,3,29-03-2025
David Thompson,CUST_0427,BGT_SKU_064,5,WH-MUM,8180.45,1636.09,5,29-03-2025
Ivan White,CUST_0316,BGT_SKU_051,5,WH-GGN,11785.75,2357.15,5,29-03-2025
David Rodriguez,CUST_0352,BGT_SKU_090,1,WH-MUM,1098.47,1098.47,1,29-03-2025
Uma Hernandez,CUST_0481,BGT_SKU_028,2,WH-BLR,1510.82,755.41,2,29-03-2025
Alice Jackson,CUST_0035,BGT_SKU_097,5,WH-BLR,16110.55,3222.11,5,29-03-2025
Charlie Allen,CUST_0305,BGT_SKU_031,2,WH-GGN,1051.18,525.59,2,29-03-2025
Frank Thompson,CUST_0438,BGT_SKU_089,3,WH-KOL,6065.58,2021.86,3,29-03-2025
Uma Wright,CUST_0211,BGT_SKU_092,4,WH-BLR,13018,3254.5,4,29-03-2025
Eve Smith,CUST_0036,BGT_SKU_081,5,WH-BLR,10560,2112,5,29-03-2025
Zoe Lopez,CUST_0322,BGT_SKU_045,2,WH-BLR,2523.28,1261.64,2,29-03-2025
Grace King,CUST_0468,BGT_SKU_083,4,WH-MUM,13420.76,3355.19,4,29-03-2025
Yara Williams,CUST_0464,BGT_SKU_035,4,WH-MUM,5577.04,1394.26,4,29-03-2025
Mia Anderson,CUST_0097,BGT_SKU_060,1,WH-BLR,1467.04,1467.04,1,29-03-2025
Ivan White,CUST_0316,BGT_SKU_014,2,WH-MUM,5437.04,2718.52,2,29-03-2025
Uma King,CUST_0465,BGT_SKU_028,4,WH-GGN,3021.64,755.41,4,29-03-2025
Kelly King,CUST_0170,BGT_SKU_038,3,WH-KOL,3691.38,1230.46,3,29-03-2025
David King,CUST_0045,BGT_SKU_028,4,WH-MUM,3021.64,755.41,4,29-03-2025
Sam Allen,CUST_0430,BGT_SKU_055,5,WH-GGN,14287.25,2857.45,5,29-03-2025
Xavier Gonzalez,CUST_0200,BGT_SKU_048,2,WH-KOL,3597.18,1798.59,2,29-03-2025
Quinn Jones,CUST_0270,BGT_SKU_029,1,WH-KOL,1259.36,1259.36,1,29-03-2025
Victor Lopez,CUST_0195,BGT_SKU_071,5,WH-BLR,5431.3,1086.26,5,29-03-2025
Frank Thomas,CUST_0295,BGT_SKU_025,2,WH-GGN,5493.62,2746.81,2,29-03-2025
David Garcia,CUST_0266,BGT_SKU_075,3,WH-KOL,9763.65,3254.55,3,30-03-2025
Yara King,CUST_0119,BGT_SKU_087,1,WH-KOL,2120.28,2120.28,1,30-03-2025
Kelly King,CUST_0226,BGT_SKU_019,4,WH-MUM,6641.96,1660.49,4,30-03-2025
Sam Garcia,CUST_0130,BGT_SKU_060,1,WH-GGN,1467.04,1467.04,1,30-03-2025
Bob Johnson,CUST_0186,BGT_SKU_055,1,WH-KOL,2857.45,2857.45,1,30-03-2025
Judy Young,CUST_0402,BGT_SKU_008,3,WH-MUM,5022.33,1674.11,3,30-03-2025
Uma Jackson,CUST_0238,BGT_SKU_022,2,WH-MUM,6216.98,3108.49,2,30-03-2025
Kelly King,CUST_0226,BGT_SKU_095,4,WH-BLR,8909.16,2227.29,4,30-03-2025
David Moore,CUST_0056,BGT_SKU_030,2,WH-KOL,6980.04,3490.02,2,30-03-2025
Sam Smith,CUST_0215,BGT_SKU_096,3,WH-BLR,3206.55,1068.85,3,30-03-2025
Judy Williams,CUST_0144,BGT_SKU_045,2,WH-GGN,2523.28,1261.64,2,30-03-2025
Judy Martinez,CUST_0307,BGT_SKU_001,4,WH-KOL,7251.76,1812.94,4,30-03-2025
Noah Garcia,CUST_0031,BGT_SKU_003,1,WH-MUM,1688.36,1688.36,1,30-03-2025
Uma Young,CUST_0009,BGT_SKU_081,1,WH-GGN,2112,2112,1,30-03-2025
Eve Lopez,CUST_0135,BGT_SKU_025,2,WH-KOL,5493.62,2746.81,2,30-03-2025
Rachel King,CUST_0047,BGT_SKU_003,2,WH-GGN,3376.72,1688.36,2,30-03-2025
Bob King,CUST_0308,BGT_SKU_095,5,WH-GGN,11136.45,2227.29,5,30-03-2025
Sam Lopez,CUST_0488,BGT_SKU_008,3,WH-BLR,5022.33,1674.11,3,30-03-2025
Charlie Rodriguez,CUST_0127,BGT_SKU_047,5,WH-BLR,15598.05,3119.61,5,30-03-2025
Wendy Anderson,CUST_0051,BGT_SKU_068,5,WH-GGN,1753.7,350.74,5,30-03-2025
Xavier Jackson,CUST_0444,BGT_SKU_055,4,WH-BLR,11429.8,2857.45,4,30-03-2025
Yara Williams,CUST_0327,BGT_SKU_010,4,WH-KOL,10816.68,2704.17,4,30-03-2025
Sam Smith,CUST_0215,BGT_SKU_024,4,WH-MUM,8945.96,2236.49,4,30-03-2025
Tina Martin,CUST_0381,BGT_SKU_071,4,WH-KOL,4345.04,1086.26,4,30-03-2025
Tina Jones,CUST_0075,BGT_SKU_057,5,WH-KOL,14571.3,2914.26,5,30-03-2025
Uma Thomas,CUST_0413,BGT_SKU_023,4,WH-GGN,5646.8,1411.7,4,30-03-2025
Judy Young,CUST_0402,BGT_SKU_057,3,WH-GGN,8742.78,2914.26,3,30-03-2025
Sam Smith,CUST_0028,BGT_SKU_062,4,WH-BLR,2124,531,4,30-03-2025
Noah Davis,CUST_0167,BGT_SKU_046,5,WH-MUM,2581.3,516.26,5,30-03-2025
Ivan Thompson,CUST_0492,BGT_SKU_020,5,WH-KOL,11478.3,2295.66,5,30-03-2025
Frank Wilson,CUST_0448,BGT_SKU_076,2,WH-MUM,3067.5,1533.75,2,30-03-2025
Charlie Brown,CUST_0456,BGT_SKU_078,2,WH-BLR,2827.66,1413.83,2,30-03-2025
Sam Lopez,CUST_0488,BGT_SKU_095,4,WH-BLR,8909.16,2227.29,4,30-03-2025
David Moore,CUST_0210,BGT_SKU_091,4,WH-MUM,12881.56,3220.39,4,30-03-2025
Sam Lopez,CUST_0488,BGT_SKU_049,1,WH-KOL,3060.21,3060.21,1,30-03-2025
Xavier King,CUST_0451,BGT_SKU_009,5,WH-GGN,5292.95,1058.59,5,30-03-2025
Frank Miller,CUST_0297,BGT_SKU_094,3,WH-GGN,4439.37,1479.79,3,30-03-2025
Kelly King,CUST_0226,BGT_SKU_057,2,WH-BLR,5828.52,2914.26,2,30-03-2025
Uma Jones,CUST_0067,BGT_SKU_100,3,WH-MUM,5031.39,1677.13,3,30-03-2025
David Anderson,CUST_0057,BGT_SKU_028,4,WH-MUM,3021.64,755.41,4,30-03-2025
Yara Gonzalez,CUST_0232,BGT_SKU_017,4,WH-BLR,9858.32,2464.58,4,30-03-2025
David Garcia,CUST_0266,BGT_SKU_085,5,WH-GGN,1862.35,372.47,5,30-03-2025
Kelly Gonzalez,CUST_0061,BGT_SKU_044,2,WH-MUM,2547.5,1273.75,2,30-03-2025
David King,CUST_0042,BGT_SKU_047,3,WH-MUM,9358.83,3119.61,3,30-03-2025
Uma Young,CUST_0009,BGT_SKU_087,1,WH-GGN,2120.28,2120.28,1,30-03-2025
Judy White,CUST_0351,BGT_SKU_036,5,WH-KOL,10479.7,2095.94,5,30-03-2025
Liam King,CUST_0348,BGT_SKU_037,5,WH-MUM,5894.4,1178.88,5,30-03-2025
Uma Jackson,CUST_0192,BGT_SKU_004,3,WH-BLR,3877.98,1292.66,3,30-03-2025
Bob Moore,CUST_0331,BGT_SKU_024,5,WH-GGN,11182.45,2236.49,5,30-03-2025
Rachel Martinez,CUST_0194,BGT_SKU_051,1,WH-GGN,2357.15,2357.15,1,30-03-2025
Judy Davis,CUST_0068,BGT_SKU_100,1,WH-BLR,1677.13,1677.13,1,30-03-2025
David Hernandez,CUST_0103,BGT_SKU_093,3,WH-KOL,10190.31,3396.77,3,30-03-2025
Kelly King,CUST_0170,BGT_SKU_090,4,WH-GGN,4393.88,1098.47,4,30-03-2025
Judy Martinez,CUST_0013,BGT_SKU_017,2,WH-KOL,4929.16,2464.58,2,30-03-2025
Judy Davis,CUST_0197,BGT_SKU_022,3,WH-GGN,9325.47,3108.49,3,30-03-2025
Olivia Miller,CUST_0490,BGT_SKU_039,5,WH-KOL,4193.45,838.69,5,30-03-2025
Grace Johnson,CUST_0202,BGT_SKU_042,4,WH-MUM,12590.76,3147.69,4,30-03-2025
David Wilson,CUST_0370,BGT_SKU_043,4,WH-GGN,12945.52,3236.38,4,30-03-2025
Sam King,CUST_0269,BGT_SKU_071,5,WH-MUM,5431.3,1086.26,5,30-03-2025
Frank Jackson,CUST_0149,BGT_SKU_061,4,WH-KOL,11607.88,2901.97,4,30-03-2025
David Anderson,CUST_0057,BGT_SKU_003,4,WH-MUM,6753.44,1688.36,4,30-03-2025
Uma Martin,CUST_0445,BGT_SKU_028,1,WH-MUM,755.41,755.41,1,30-03-2025
Tina Miller,CUST_0462,BGT_SKU_095,4,WH-BLR,8909.16,2227.29,4,30-03-2025
Victor Wright,CUST_0173,BGT_SKU_004,2,WH-BLR,2585.32,1292.66,2,30-03-2025
Mia Anderson,CUST_0097,BGT_SKU_067,4,WH-KOL,6104.24,1526.06,4,30-03-2025
Ivan Thompson,CUST_0492,BGT_SKU_087,3,WH-GGN,6360.84,2120.28,3,30-03-2025
Kelly Young,CUST_0393,BGT_SKU_048,4,WH-KOL,7194.36,1798.59,4,30-03-2025
Yara Moore,CUST_0470,BGT_SKU_035,1,WH-BLR,1394.26,1394.26,1,30-03-2025
Charlie Davis,CUST_0431,BGT_SKU_009,1,WH-KOL,1058.59,1058.59,1,30-03-2025
Rachel Martinez,CUST_0194,BGT_SKU_056,1,WH-GGN,1791.15,1791.15,1,30-03-2025
Grace Miller,CUST_0334,BGT_SKU_066,3,WH-GGN,4980.51,1660.17,3,30-03-2025
Charlie Williams,CUST_0077,BGT_SKU_070,4,WH-GGN,3527.44,881.86,4,30-03-2025
Grace Martin,CUST_0391,BGT_SKU_032,4,WH-KOL,13188.36,3297.09,4,30-03-2025
Kelly Moore,CUST_0198,BGT_SKU_012,4,WH-BLR,8017.12,2004.28,4,30-03-2025
Kelly Moore,CUST_0093,BGT_SKU_086,3,WH-GGN,7069.56,2356.52,3,30-03-2025
Yara White,CUST_0048,BGT_SKU_098,2,WH-BLR,4853.56,2426.78,2,30-03-2025
Uma Smith,CUST_0206,BGT_SKU_038,2,WH-GGN,2460.92,1230.46,2,30-03-2025
Eve Harris,CUST_0258,BGT_SKU_019,4,WH-GGN,6641.96,1660.49,4,30-03-2025
Frank Lopez,CUST_0096,BGT_SKU_092,3,WH-MUM,9763.5,3254.5,3,30-03-2025
Kelly Young,CUST_0393,BGT_SKU_001,4,WH-KOL,7251.76,1812.94,4,30-03-2025
Grace Anderson,CUST_0259,BGT_SKU_049,4,WH-MUM,12240.84,3060.21,4,30-03-2025
Alice Williams,CUST_0251,BGT_SKU_021,2,WH-KOL,5086.38,2543.19,2,30-03-2025
Olivia Miller,CUST_0490,BGT_SKU_016,3,WH-GGN,7368.21,2456.07,3,30-03-2025
David Martin,CUST_0129,BGT_SKU_025,1,WH-BLR,2746.81,2746.81,1,30-03-2025
Charlie Thomas,CUST_0371,BGT_SKU_030,4,WH-KOL,13960.08,3490.02,4,30-03-2025
Sam Rodriguez,CUST_0360,BGT_SKU_006,2,WH-GGN,2282.1,1141.05,2,30-03-2025
Tina Allen,CUST_0207,BGT_SKU_008,1,WH-BLR,1674.11,1674.11,1,30-03-2025
Wendy Lopez,CUST_0118,BGT_SKU_072,5,WH-KOL,14907.4,2981.48,5,30-03-2025
Ivan Smith,CUST_0254,BGT_SKU_068,3,WH-KOL,1052.22,350.74,3,30-03-2025
Yara Davis,CUST_0142,BGT_SKU_076,3,WH-BLR,4601.25,1533.75,3,30-03-2025
Bob Jones,CUST_0123,BGT_SKU_035,5,WH-MUM,6971.3,1394.26,5,30-03-2025
Olivia White,CUST_0001,BGT_SKU_010,1,WH-BLR,2704.17,2704.17,1,30-03-2025
Ivan Thompson,CUST_0492,BGT_SKU_045,1,WH-MUM,1261.64,1261.64,1,30-03-2025
Victor King,CUST_0312,BGT_SKU_084,3,WH-GGN,2054.46,684.82,3,30-03-2025
Zoe Lopez,CUST_0304,BGT_SKU_077,5,WH-BLR,1522.55,304.51,5,30-03-2025
Yara Gonzalez,CUST_0286,BGT_SKU_024,1,WH-MUM,2236.49,2236.49,1,30-03-2025
Alice Rodriguez,CUST_0053,BGT_SKU_091,3,WH-BLR,9661.17,3220.39,3,30-03-2025
Zoe Wright,CUST_0426,BGT_SKU_007,5,WH-KOL,7493.45,1498.69,5,30-03-2025
David Wilson,CUST_0177,BGT_SKU_048,3,WH-BLR,5395.77,1798.59,3,30-03-2025
Kelly Young,CUST_0393,BGT_SKU_060,1,WH-MUM,1467.04,1467.04,1,30-03-2025
Yara White,CUST_0048,BGT_SKU_073,2,WH-BLR,6383.44,3191.72,2,30-03-2025
Sam Garcia,CUST_0241,BGT_SKU_013,2,WH-GGN,4623.84,2311.92,2,30-03-2025
Quinn Williams,CUST_0175,BGT_SKU_011,5,WH-BLR,9598.15,1919.63,5,30-03-2025
Heidi Moore,CUST_0187,BGT_SKU_050,2,WH-GGN,5371.7,2685.85,2,30-03-2025
Charlie Jackson,CUST_0110,BGT_SKU_014,5,WH-GGN,13592.6,2718.52,5,30-03-2025
Bob Lopez,CUST_0216,BGT_SKU_060,3,WH-GGN,4401.12,1467.04,3,30-03-2025
Frank Wright,CUST_0065,BGT_SKU_049,4,WH-MUM,12240.84,3060.21,4,30-03-2025
David King,CUST_0045,BGT_SKU_093,3,WH-KOL,10190.31,3396.77,3,30-03-2025
Liam Miller,CUST_0152,BGT_SKU_002,1,WH-KOL,955.3,955.3,1,30-03-2025
David King,CUST_0045,BGT_SKU_078,3,WH-KOL,4241.49,1413.83,3,30-03-2025
Victor Wright,CUST_0173,BGT_SKU_074,1,WH-KOL,3410.48,3410.48,1,30-03-2025
Bob Young,CUST_0261,BGT_SKU_066,4,WH-KOL,6640.68,1660.17,4,30-03-2025
Wendy Davis,CUST_0033,BGT_SKU_009,3,WH-GGN,3175.77,1058.59,3,31-03-2025
Yara Brown,CUST_0139,BGT_SKU_048,2,WH-KOL,3597.18,1798.59,2,31-03-2025
Heidi White,CUST_0112,BGT_SKU_100,1,WH-BLR,1677.13,1677.13,1,31-03-2025
Quinn Martinez,CUST_0353,BGT_SKU_007,5,WH-BLR,7493.45,1498.69,5,31-03-2025
Kelly Smith,CUST_0245,BGT_SKU_068,4,WH-GGN,1402.96,350.74,4,31-03-2025
Uma Garcia,CUST_0111,BGT_SKU_084,1,WH-MUM,684.82,684.82,1,31-03-2025
Uma King,CUST_0465,BGT_SKU_046,1,WH-KOL,516.26,516.26,1,31-03-2025
Olivia Gonzalez,CUST_0199,BGT_SKU_003,2,WH-GGN,3376.72,1688.36,2,31-03-2025
Ivan Thompson,CUST_0492,BGT_SKU_013,3,WH-MUM,6935.76,2311.92,3,31-03-2025
Bob Hernandez,CUST_0432,BGT_SKU_070,4,WH-BLR,3527.44,881.86,4,31-03-2025
Xavier Martin,CUST_0273,BGT_SKU_056,3,WH-BLR,5373.45,1791.15,3,31-03-2025
Xavier Martinez,CUST_0078,BGT_SKU_054,1,WH-GGN,314.59,314.59,1,31-03-2025
Olivia Anderson,CUST_0288,BGT_SKU_024,3,WH-KOL,6709.47,2236.49,3,31-03-2025
Wendy Davis,CUST_0291,BGT_SKU_073,2,WH-MUM,6383.44,3191.72,2,31-03-2025
Uma Gonzalez,CUST_0466,BGT_SKU_033,3,WH-MUM,2590.44,863.48,3,31-03-2025
Liam Miller,CUST_0134,BGT_SKU_026,2,WH-MUM,512.38,256.19,2,31-03-2025
Victor Jones,CUST_0155,BGT_SKU_067,1,WH-GGN,1526.06,1526.06,1,31-03-2025
Zoe Lopez,CUST_0322,BGT_SKU_002,5,WH-GGN,4776.5,955.3,5,31-03-2025
Ivan White,CUST_0316,BGT_SKU_020,3,WH-KOL,6886.98,2295.66,3,31-03-2025
Mia Gonzalez,CUST_0176,BGT_SKU_054,5,WH-BLR,1572.95,314.59,5,31-03-2025
Ivan Wilson,CUST_0400,BGT_SKU_038,1,WH-KOL,1230.46,1230.46,1,31-03-2025
Kelly Williams,CUST_0076,BGT_SKU_016,5,WH-BLR,12280.35,2456.07,5,31-03-2025
Uma White,CUST_0342,BGT_SKU_001,4,WH-GGN,7251.76,1812.94,0,31-03-2025
Grace King,CUST_0468,BGT_SKU_076,4,WH-KOL,6135,1533.75,4,31-03-2025
Tina Harris,CUST_0250,BGT_SKU_032,2,WH-BLR,6594.18,3297.09,2,31-03-2025
Heidi Davis,CUST_0105,BGT_SKU_014,2,WH-GGN,5437.04,2718.52,2,31-03-2025
Eve Harris,CUST_0258,BGT_SKU_071,2,WH-KOL,2172.52,1086.26,2,31-03-2025
Grace Wright,CUST_0404,BGT_SKU_065,2,WH-GGN,4328.2,2164.1,2,31-03-2025
Liam Thompson,CUST_0394,BGT_SKU_010,1,WH-GGN,2704.17,2704.17,1,31-03-2025
Heidi Jones,CUST_0416,BGT_SKU_082,5,WH-KOL,16429.8,3285.96,5,31-03-2025
David King,CUST_0045,BGT_SKU_008,2,WH-KOL,3348.22,1674.11,2,31-03-2025
Frank Wright,CUST_0065,BGT_SKU_021,3,WH-KOL,7629.57,2543.19,3,31-03-2025
Olivia Hernandez,CUST_0229,BGT_SKU_030,2,WH-GGN,6980.04,3490.02,2,31-03-2025
